id,name,categories,difficulty,solved
1452A,"Robot Program","math",800,17393
1451F,"Nullify The Matrix","constructive algorithms;games",2700,548
1451E2,"Bitwise Queries (Hard Version)","bitmasks;constructive algorithms;interactive;math",2300,1917
1451E1,"Bitwise Queries (Easy Version)","bitmasks;constructive algorithms;interactive;math",2000,2897
1451D,"Circle Game","games;geometry;math",1700,6701
1451C,"String Equality","dp;greedy;hashing;implementation;strings",1400,9837
1451B,"Non-Substring Subsequence","dp;greedy;implementation;strings",900,14270
1451A,"Subtract or Divide","greedy;math",800,17975
1450H2,"Multithreading (Hard Version)","combinatorics;implementation;math",3300,44
1450H1,"Multithreading (Easy Version)","combinatorics;fft;math",2900,187
1450G,"Communism","bitmasks;dp;trees",3500,77
1450F,"The Struggling Contestant","constructive algorithms;greedy",2400,956
1450E,"Capitalism","constructive algorithms;dfs and similar;graphs;shortest paths",2700,574
1450D,"Rating Compression","binary search;data structures;greedy;implementation;two pointers",1800,3879
1450C2,"Errich-Tac-Toe (Hard Version)","constructive algorithms;math",2300,2386
1450C1,"Errich-Tac-Toe (Easy Version)","constructive algorithms;math",2100,4013
1450B,"Balls of Steel","brute force;geometry;greedy",1000,11275
1450A,"Avoid Trygub","constructive algorithms;sortings",800,14307
1447B,"Numbers Box","greedy;math",1000,10340
1447A,"Add Candies","constructive algorithms;math",800,11315
1446F,"Line Distance","binary search;data structures;geometry",3200,115
1446E,"Long Recovery","constructive algorithms;dfs and similar",3500,39
1446D2,"Frequency Problem (Hard Version)","data structures;greedy;two pointers",3000,391
1446D1,"Frequency Problem (Easy Version)","data structures;greedy",2600,828
1446C,"Xor Tree","binary search;bitmasks;data structures;divide and conquer;dp;trees",2100,2155
1446B,"Catching Cheaters","dp;strings",1800,4985
1446A,"Knapsack","constructive algorithms;greedy;sortings",1300,9560
1445B,"Elimination","greedy;math",900,11996
1445A,"Array Rearrangment","greedy;sortings",800,14921
1444E,"Finding the Vertex","brute force;dfs and similar;dp;interactive;trees",3500,59
1444D,"Rectangular Polyline","constructive algorithms;dp;geometry",2900,260
1444C,"Team-Building","data structures;dfs and similar;dsu;graphs",2500,915
1444B,"Divide and Sum","combinatorics;math;sortings",1900,4371
1444A,"Division","brute force;math;number theory",1500,8218
1443E,"Long Permutation","brute force;math;two pointers",2400,900
1443C,"The Delivery Dilemma","binary search;greedy;sortings",1400,9124
1443B,"Saving the City","dp;greedy;math;sortings",1300,10240
1443A,"Kids Seating","constructive algorithms;math",800,13725
1442F,"Differentiating Games","games;interactive",3400,36
1442E,"Black, White and Grey Tree","binary search;constructive algorithms;dfs and similar;dp;greedy;trees",3000,217
1442D,"Sum","data structures;divide and conquer;dp;greedy",2800,689
1442C,"Graph Transpositions","dfs and similar;graphs;greedy;shortest paths",2400,1058
1442B,"Identify the Operations","combinatorics;data structures;dsu;greedy;implementation",1800,3084
1442A,"Extreme Subtraction","constructive algorithms;dp;greedy",1800,5875
1440B,"Sum of Medians","greedy;math",900,12517
1440A,"Buy the String","implementation;math",800,15567
1439E,"Cheat and Win","bitmasks;data structures;games;trees",3500,60
1439D,"INOI Final Contests","combinatorics;dp;fft",3100,149
1439C,"Greedy Shopping","binary search;data structures;divide and conquer;greedy;implementation",2600,1077
1439B,"Graph Subset Problem","constructive algorithms;data structures;graphs",2600,908
1439A2,"Binary Table (Hard Version)","constructive algorithms;graphs;greedy;implementation",1900,3738
1439A1,"Binary Table (Easy Version)","constructive algorithms;implementation",1500,6882
1438F,"Olha and Igor","interactive;probabilities;trees",3000,266
1438E,"Yurii Can Do Everything","binary search;bitmasks;brute force;constructive algorithms;divide and conquer;two pointers",2500,816
1438D,"Powerful Ksenia","bitmasks;constructive algorithms;math",2200,2783
1438C,"Engineer Artem","2-sat;chinese remainder theorem;constructive algorithms;fft;flows",2000,6861
1438B,"Valerii Against Everyone","constructive algorithms;data structures;greedy;sortings",1000,12537
1438A,"Specific Tastes of Andre","constructive algorithms;implementation",800,15547
1437G,"Death DBMS","data structures;string suffix structures;strings;trees",2600,502
1437F,"Emotional Fishermen","combinatorics;dp;math;two pointers",2600,612
1437E,"Make It Increasing","binary search;constructive algorithms;data structures;dp;implementation",2200,2367
1437D,"Minimal Height Tree","graphs;greedy;shortest paths;trees",1600,7720
1437C,"Chef Monocarp","dp;flows;graph matchings;greedy;math;sortings",1800,6640
1437B,"Reverse Binary Strings","constructive algorithms;greedy",1200,12936
1437A,"Marketing Scheme","brute force;constructive algorithms;greedy;math",800,15328
1436F,"Sum Over Subsets","combinatorics;math;number theory",2800,256
1436E,"Complicated Computations","binary search;data structures;two pointers",2400,1240
1436D,"Bandit in a City","binary search;dfs and similar;graphs;greedy;trees",1900,4032
1436C,"Binary Search","binary search;combinatorics",1500,7360
1436B,"Prime Square","constructive algorithms;math",900,14771
1436A,"Reorder","math",800,17705
1434E,"A Convex Game","dsu;games",3500,64
1433G,"Reducing Delivery Cost","brute force;graphs;shortest paths",2100,2712
1433F,"Zero Remainder Sum","dp",2100,3894
1433E,"Two Round Dances","combinatorics;math",1300,12214
1433D,"Districts Connection","constructive algorithms;dfs and similar",1200,13791
1433C,"Dominant Piranha","constructive algorithms;greedy",900,18381
1433B,"Yet Another Bookshelf","greedy;implementation",800,21128
1433A,"Boring Apartments","implementation;math",800,26091
1431J,"Zero-XOR Array","*special problem;dp",3400,13
1431I,"Cyclic Shifts","*special problem;strings",2900,21
1431H,"Rogue-like Game","*special problem;brute force;greedy;two pointers",2600,49
1431G,"Number Deletion Game","*special problem;dp;games;greedy",2100,105
1431F,"Neural Network Problem","*special problem;binary search;greedy",2100,127
1431E,"Chess Match","*special problem",2000,185
1431D,"Used Markers","*special problem;greedy",1500,327
1431C,"Black Friday","*special problem;implementation",1600,511
1431B,"Polycarp and the Language of Gods","*special problem;implementation;two pointers",1400,636
1431A,"Selling Hamburgers","*special problem",800,1004
1430G,"Yet Another DAG Problem","bitmasks;dfs and similar;dp;flows;graphs;math",2600,334
1430F,"Realistic Gameplay","dp;greedy",2600,574
1430E,"String Reversal","data structures;greedy;strings",1900,3985
1430D,"String Deletion","binary search;data structures;greedy;two pointers",1700,6400
1430C,"Numbers on Whiteboard","constructive algorithms;data structures;greedy;implementation;math",1000,13469
1430B,"Barrels","greedy;implementation;sortings",800,15089
1430A,"Number of Apartments","brute force;constructive algorithms;math",900,15234
1428H,"Rotary Laser Lock","binary search;interactive",3500,28
1428G2,"Lucky Numbers (Hard Version)","dp;greedy",3000,295
1428G1,"Lucky Numbers (Easy Version)","dp;greedy",2900,281
1428F,"Fruit Sequences","binary search;data structures;divide and conquer;dp;two pointers",2400,1460
1428E,"Carrots for Rabbits","binary search;data structures;greedy;math;sortings",2200,2600
1428D,"Bouncing Boomerangs","constructive algorithms;greedy;implementation",1900,3477
1428C,"ABBB","brute force;data structures;greedy;strings",1100,12479
1428B,"Belted Rooms","graphs;implementation",1200,10557
1428A,"Box is Pull","math",800,13763
1427H,"Prison Break","binary search;games;geometry;ternary search",3500,28
1427G,"One Billion Shades of Grey","flows;graphs",3300,103
1427F,"Boring Card Game","data structures;greedy;trees",3200,89
1427E,"Xum","bitmasks;constructive algorithms;math;matrices;number theory",2500,805
1427D,"Unshuffling a Deck","constructive algorithms;implementation",2000,2686
1427C,"The Hard Work of Paparazzi","dp",2000,3914
1427B,"Chess Cheater","greedy;implementation;sortings",1400,7744
1427A,"Avoiding Zero","math;sortings",900,12472
1426F,"Number of Subsequences","combinatorics;dp;strings",2000,3202
1426E,"Rock, Paper, Scissors","brute force;constructive algorithms;flows;greedy;math",1800,5203
1426D,"Non-zero Segments","constructive algorithms;data structures;greedy;sortings",1500,9395
1426C,"Increase and Copy","binary search;constructive algorithms;math",1100,13439
1426B,"Symmetric Matrix","implementation",900,15574
1426A,"Floor Number","implementation;math",800,23086
1425I,"Impressive Harvesting of The Orchard","data structures",2800,128
1425H,"Huge Boxes of Animal Toys","constructive algorithms",1300,2684
1425F,"Flamingoes of Mystery","interactive",1400,2625
1425E,"Excitation of Atoms","greedy;implementation",2200,676
1425D,"Danger of Mad Snakes","combinatorics;dp;math",2300,561
1425C,"Captain of Knights","math",3100,17
1425B,"Blue and Red of Our Faculty!","divide and conquer;dp",2600,173
1425A,"Arena of Greed","games;greedy",1400,3562
1424M,"Ancient Language","graphs;sortings",2200,373
1424G,"Years","data structures;sortings",1300,2680
1423N,"BubbleSquare Tokens","unknown",3500,37
1423M,"Milutin's Plums","interactive",2800,78
1423L,"Light switches","meet-in-the-middle",2600,220
1423K,"Lonely Numbers","binary search;math;number theory;two pointers",1600,2510
1423J,"Bubble Cup hypothesis","bitmasks;constructive algorithms;dp;math",2400,497
1423I,"Lookup Tables","bitmasks",3000,52
1423H,"Virus","data structures;divide and conquer;dsu;graphs",2500,294
1423G,"Growing flowers","data structures",3500,28
1423F,"Coins","math",2700,170
1423E,"5G Antenna Towers","geometry",2700,36
1423D,"Does anyone else hate the wind?","unknown",3100,11
1423C,"Dušan's Railway","divide and conquer;graphs;trees",3500,31
1423B,"Valuable Paper","binary search;flows;graph matchings;graphs",1900,1224
1423A,"Wakanda Forever","unknown",3500,28
1422F,"Boring Queries","data structures;math;number theory",2700,388
1422E,"Minlexes","dp;greedy;implementation;strings",2700,523
1422D,"Returning Home","graphs;shortest paths;sortings",2300,1914
1422C,"Bargain","combinatorics;dp;math",1700,5677
1422B,"Nice Matrix","greedy;implementation;math",1300,10266
1422A,"Fence","geometry;math",800,16428
1421E,"Swedish Heroes","brute force;dp;implementation",2700,457
1421D,"Hexagons","brute force;constructive algorithms;greedy;implementation;math;shortest paths",1900,3315
1421C,"Palindromifier","constructive algorithms;strings",1400,8643
1421B,"Putting Bricks in the Wall","constructive algorithms;implementation",1100,10454
1421A,"XORwice","bitmasks;greedy;math",800,16168
1420E,"Battle Lemmings","dp;greedy",2500,570
1420D,"Rescue Nibel!","combinatorics;data structures;sortings",1800,5068
1420C2,"Pokémon Army (hard version)","data structures;divide and conquer;dp;greedy;implementation",2100,3302
1420C1,"Pokémon Army (easy version)","constructive algorithms;dp;greedy",1300,11418
1420B,"Rock and Lever","bitmasks;math",1200,13655
1420A,"Cubes Sorting","math;sortings",900,16807
1419F,"Rain of Fire","binary search;data structures;dfs and similar;dsu;graphs;implementation",2800,325
1419E,"Decryption","constructive algorithms;implementation;math;number theory",2100,2486
1419D2,"Sage's Birthday (hard version)","binary search;brute force;constructive algorithms;greedy;sortings;two pointers",1500,9779
1419D1,"Sage's Birthday (easy version)","binary search;constructive algorithms;greedy;sortings",1000,14788
1419C,"Killjoy","greedy;implementation;math",1500,10360
1419B,"Stairs","brute force;constructive algorithms;greedy;implementation;math",1200,12288
1419A,"Digit Game","games;greedy;implementation",900,15204
1418G,"Three Occurrences","data structures;divide and conquer;hashing;two pointers",2500,781
1418F,"Equal Product","data structures;math;number theory;two pointers",3000,194
1418E,"Expected Damage","binary search;combinatorics;probabilities",2400,1195
1418D,"Trash Problem","data structures;implementation",2100,3205
1418C,"Mortal Kombat Tower","dp;graphs;greedy;shortest paths",1500,10005
1418B,"Negative Prefixes","greedy;sortings",1300,11943
1418A,"Buying Torches","math",1000,15218
1417B,"Two Arrays","greedy;math;sortings",1100,10820
1417A,"Copy-paste","greedy;math",800,14952
1416F,"Showing Off","flows;graph matchings;greedy;implementation",3300,95
1416E,"Split","binary search;data structures;dp;greedy",3200,114
1416D,"Graph and Queries","data structures;dsu;graphs;implementation;trees",2600,981
1416C,"XOR Inverse","bitmasks;data structures;divide and conquer;dp;greedy;math;sortings;strings;trees",2000,2515
1416B,"Make Them Equal","constructive algorithms;greedy;math",2000,4098
1416A,"k-Amazing Numbers","binary search;data structures;implementation;two pointers",1500,8044
1415F,"Cakes for Clones","dp",2900,234
1415E,"New Game Plus!","constructive algorithms;greedy;math",2200,1700
1415D,"XOR-gun","bitmasks;brute force;constructive algorithms",2000,3367
1415C,"Bouncing Ball","brute force;dp;implementation",1400,7310
1415B,"Repainting Street","brute force;brute force;greedy",1100,9228
1415A,"Prison Break","brute force;math",800,12239
1413F,"Roads and Ramen","data structures;trees",2800,415
1413E,"Solo mid Oracle","greedy;math;ternary search",2100,1455
1413D,"Shurikens","data structures;greedy;implementation",1700,4660
1413C,"Perform Easily","binary search;brute force;dp;implementation;sortings;two pointers",1900,4032
1413B,"A New Technique","implementation",1100,9063
1413A,"Finding Sasuke","constructive algorithms;math",800,12307
1411G,"No Game No Life","bitmasks;games;math;matrices",2700,352
1411F,"The Thorny Path","greedy;math",3000,180
1411E,"Poman Numbers","bitmasks;greedy;math;strings",2300,1168
1411D,"Grime Zoo","brute force;greedy;implementation;strings",2100,1864
1411C,"Peaceful Rooks","dfs and similar;dsu;graphs",1700,5459
1411B,"Fair Numbers","brute force;number theory",1000,11857
1411A,"In-game Chat","implementation",800,15814
1409F,"Subsequences of Length Two","dp;strings",2100,3020
1409E,"Two Platforms","binary search;dp;sortings;two pointers",1800,5408
1409D,"Decrease the Sum of Digits","greedy;math",1500,12088
1409C,"Yet Another Array Restoration","brute force;math;number theory",1200,16298
1409B,"Minimum Product","brute force;greedy;math",1100,19780
1409A,"Yet Another Two Integers Problem","greedy;math",800,32325
1408I,"Bitwise Magic","dp;math",3200,86
1408H,"Rainbow Triples","binary search;data structures;flows;greedy",3300,124
1408G,"Clusterization Counting","combinatorics;dp;dsu;fft;graphs;trees",2700,481
1408F,"Two Different","constructive algorithms;divide and conquer",2300,1678
1408E,"Avoid Rainbow Cycles","data structures;dsu;graphs;greedy;sortings;trees",2400,1403
1408D,"Searchlights","binary search;brute force;data structures;dp;implementation;sortings;two pointers",2000,3146
1408C,"Discrete Acceleration","binary search;dp;implementation;math;two pointers",1500,6541
1408B,"Arrays Sum","constructive algorithms;greedy;math",1400,7074
1408A,"Circle Coloring","constructive algorithms",800,11070
